participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,example_pairs,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
140,350,2_9,32,Male,White or Caucasian,4.0,3.0,4.0,5.941176471,5.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,5,6,5,7,6,7,6,5,6,2,5,4,6,6,4,4,4
147,350,2_9,40,Male,Black or African American,6.0,4.0,1.5,4.0,2.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3,3,2,2,4,3,4,1,3,2,3,4,2,2,2
169,350,2_9,45,Female,White or Caucasian,3.0,4.0,1.5,5.176470588,3.1176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,4.0,4,2,3,3,5,2,5,3,5,1,3,2,3,4,2,4,2
194,350,2_9,61,Female,White or Caucasian,4.0,nan,2.5,3.235294118,4.117647058823529,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,6.0,2.0,1.0,1.0,5.0,6.0,1.0,5.0,6.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,5,4,4,5,5,4,6,3,6,1,4,4,5,5,3,3,3
98,322,2_64,55,Female,White or Caucasian,3.0,3.0,1.25,2.588235294,2.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5,2,5,2,4,3,3,1,1,1,4,1,1,3,3,3,2
114,322,2_64,42,Male,Other,6.0,4.0,2.25,1.588235294,1.9411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3,2,3,2,2,2,2,2,1,1,3,1,1,2,2,2,2
130,322,2_64,48,Female,White or Caucasian,5.0,2.0,2.375,1.058823529,2.7058823529411766,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,5,3,3,4,3,2,2,1,4,1,2,3,3,2,2
133,322,2_64,25,Female,White or Caucasian,6.0,3.0,3.0,3.470588235,2.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,4,2,4,2,2,3,3,2,1,1,4,1,1,3,3,3,2
148,322,2_64,28,Female,Other,5.0,3.0,4.5,1.0,3.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,5,3,3,4,4,4,2,1,4,1,2,4,3,3,3
164,322,2_64,26,Male,Black or African American,5.0,5.0,4.0,4.941176471,4.117647058823529,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,5.0,7.0,5.0,7.0,5.0,5.0,4.0,4.0,3.0,6.0,4.0,3.0,6.0,5.0,5.0,4.0,5,4,5,4,4,5,5,5,3,2,6,2,3,6,4,4,3
167,322,2_64,33,Male,Other,2.0,3.0,2.25,1.176470588,2.7058823529411766,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,3,3,3,3,2,2,1,4,1,2,3,3,3,3
99,325,2_67,49,Female,White or Caucasian,3.0,1.0,3.375,4.941176471,4.470588235294118,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,7,4,6,3,6,5,4,2,4,2,5,5,4,6,5,4,4
110,325,2_67,29,Female,White or Caucasian,2.0,3.0,3.75,6.058823529,4.235294117647059,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6,4,5,4,6,5,5,3,4,2,5,4,4,5,4,3,3
120,325,2_67,28,Male,White or Caucasian,3.0,2.0,3.25,5.235294118,4.529411764705882,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6,3,5,4,6,4,6,2,5,2,6,4,4,6,5,5,4
140,325,2_67,32,Male,White or Caucasian,4.0,3.0,4.0,4.705882353,3.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,4.0,6.0,5.0,5.0,2.0,7.0,2.0,6.0,1.0,6.0,3.0,3.0,7.0,6.0,6.0,5.0,5,3,4,2,5,3,6,2,3,1,5,3,2,5,4,4,4
155,325,2_67,29,Male,White or Caucasian,4.0,4.0,4.125,5.529411765,3.823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,5,3,4,3,5,3,6,2,4,2,5,3,3,5,4,4,4
166,325,2_67,59,Female,Asian,5.0,6.0,2.0,3.294117647,3.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,6,3,5,4,5,4,4,2,3,1,5,3,2,3,4,4,3
186,325,2_67,30,Male,"White or Caucasian,Black or African American",3.0,2.0,2.375,3.647058824,3.8823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,6,3,5,3,6,4,4,2,4,2,5,4,4,4,4,3,3
6,120,1_99,35,Female,White or Caucasian,6.0,6.0,1.75,3.117647059,2.764705882352941,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3,2,3,3,2,3,3,2,2,1,4,1,2,5,4,4,3
26,120,1_99,34,Female,White or Caucasian,5.0,5.0,3.125,3.588235294,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,6.0,1.0,1.0,6.0,5.0,5.0,3.0,4,3,4,5,2,4,4,2,3,1,6,1,2,6,5,5,5
29,120,1_99,47,Male,White or Caucasian,4.0,2.0,1.875,4.352941176,2.764705882352941,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,7.0,5.0,5.0,5.0,2,2,3,3,2,3,3,2,2,1,5,1,2,4,4,4,4
36,120,1_99,24,Non-binary / third gender,White or Caucasian,4.0,3.0,2.875,4.0,2.9411764705882355,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2,2,3,3,2,3,4,3,2,1,5,1,2,5,4,4,4
55,120,1_99,26,Non-binary / third gender,"White or Caucasian,American Indian/Native American or Alaska Native",4.0,1.0,3.0,4.823529412,2.9411764705882355,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,6.0,1.0,5.0,1.0,6.0,6.0,5.0,5.0,5.0,3,2,3,4,2,3,3,2,2,1,5,1,2,5,4,4,4
57,120,1_99,43,Male,White or Caucasian,2.0,1.0,2.125,1.0,2.9411764705882355,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3,3,2,2,4,2,3,1,5,1,2,5,4,4,5
71,120,1_99,51,Female,White or Caucasian,5.0,2.0,2.125,4.0,4.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4,5,3,4,5,3,4,2,6,2,3,6,5,5,5
74,120,1_99,61,Male,White or Caucasian,3.0,3.0,2.75,2.176470588,2.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2,2,2,2,2,2,3,2,2,1,4,1,1,3,4,4,4
84,120,1_99,24,Male,White or Caucasian,5.0,3.0,3.625,4.235294118,3.5294117647058822,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,2.0,2.0,3,3,4,5,2,4,4,3,2,1,5,1,2,6,5,5,5
7,8,1_105,35,Female,White or Caucasian,2.0,nan,1.25,3.411764706,4.0,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,3.0,7.0,2.0,2.0,2.0,6,3,5,4,3,3,4,6,5,1,5,2,3,5,4,4,5
23,8,1_105,54,Male,White or Caucasian,3.0,3.0,2.75,2.058823529,2.764705882352941,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3,2,3,2,2,2,2,4,2,1,4,1,2,4,4,4,5
30,8,1_105,25,Female,White or Caucasian,5.0,3.0,2.0,2.117647059,3.2941176470588234,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5,2,4,3,2,2,3,5,2,1,4,1,2,4,5,5,6
33,8,1_105,26,Non-binary / third gender,Other,5.0,2.0,3.75,1.235294118,4.705882352941177,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6,4,5,5,4,4,5,6,6,1,5,3,4,6,5,5,6
68,8,1_105,67,Female,White or Caucasian,3.0,2.0,1.625,5.647058824,3.8823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,7.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,7,2,5,4,3,3,4,5,4,1,5,2,2,6,4,4,5
76,8,1_105,40,Male,Other,5.0,3.0,2.625,1.0,3.823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,4,4,2,3,3,6,3,1,5,2,3,5,5,5,6
83,8,1_105,61,Female,Black or African American,3.0,1.0,2.375,4.823529412,4.470588235294118,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,6,4,5,5,3,4,4,5,4,1,6,2,3,6,6,6,6
88,8,1_105,23,Male,Asian,3.0,1.0,2.75,2.823529412,3.823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,5,3,4,4,2,3,3,6,4,1,5,2,2,6,5,5,5
20,97,1_78,35,Male,White or Caucasian,5.0,4.0,2.875,3.411764706,2.8823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5,2,4,2,4,3,4,2,2,1,4,2,2,3,3,3,3
34,97,1_78,28,Female,American Indian/Native American or Alaska Native,3.0,2.0,1.75,1.0,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3,5,4,5,3,4,3,2,1,5,3,2,4,4,4,4
40,97,1_78,57,Female,White or Caucasian,5.0,3.0,3.625,4.470588235,3.823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6,3,5,4,5,4,5,3,3,1,5,2,3,4,4,4,4
48,97,1_78,23,Female,White or Caucasian,5.0,6.0,3.125,1.647058824,3.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5,3,4,3,4,3,5,2,3,1,5,2,2,4,5,5,5
50,97,1_78,22,Male,Asian,3.0,4.0,2.5,5.764705882,2.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,1.0,7.0,7.0,4.0,3,2,3,2,2,2,4,2,2,1,4,1,1,3,3,3,3
58,97,1_78,55,Male,White or Caucasian,3.0,6.0,3.875,2.176470588,2.1176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3,2,2,2,2,2,3,2,2,1,3,1,2,3,2,2,2
91,97,1_78,21,Female,White or Caucasian,4.0,1.0,3.125,5.058823529,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,1.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,5,3,4,3,4,4,5,2,4,1,5,3,2,5,4,4,4
94,97,1_78,35,Female,Asian,3.0,nan,2.5,6.588235294,3.2941176470588234,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6,2,5,2,5,3,4,2,3,1,4,4,2,4,3,3,3
12,89,1_70,74,Female,White or Caucasian,6.0,4.0,1.625,4.941176471,3.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,6.0,6.0,4.0,6.0,6.0,4.0,1.0,6.0,5.0,3.0,4.0,7.0,1.0,5.0,6.0,7.0,6,3,3,1,5,2,1,1,6,6,1,5,6,1,2,1,4
19,89,1_70,25,Non-binary / third gender,Black or African American,3.0,2.0,1.875,3.470588235,3.5294117647058822,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,6.0,5.0,1.0,4.0,4.0,7.0,6,2,3,1,5,2,2,1,6,5,2,5,6,1,4,3,6
26,89,1_70,34,Female,White or Caucasian,5.0,5.0,3.125,3.647058824,4.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,1.0,5.0,6,4,4,2,5,4,2,1,6,4,2,5,6,2,5,5,6
28,89,1_70,45,Male,White or Caucasian,5.0,2.0,3.0,2.058823529,4.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6,5,4,2,6,4,2,1,6,5,2,5,6,1,5,5,6
56,89,1_70,42,Male,Black or African American,5.0,3.0,3.25,4.058823529,3.3529411764705883,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,3.0,6.0,2.0,2.0,6.0,3.0,5.0,4.0,3.0,4.0,2.0,6.0,6.0,3.0,4.0,4.0,5,4,3,2,5,4,2,1,6,4,2,4,5,1,3,2,4
77,89,1_70,39,Male,White or Caucasian,5.0,2.0,2.0,4.294117647,4.294117647058823,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,7.0,5.0,4.0,7.0,6.0,1.0,1.0,7.0,7.0,1.0,3.0,6.0,1.0,1.0,7.0,2.0,6,4,5,1,6,3,2,1,7,6,2,6,6,1,5,5,7
87,89,1_70,28,Male,White or Caucasian,6.0,5.0,3.75,1.764705882,4.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,6,5,5,4,6,5,2,1,7,6,2,5,7,1,5,5,6
90,89,1_70,28,Male,White or Caucasian,3.0,5.0,3.125,1.352941176,3.9411764705882355,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5,4,4,2,5,4,2,1,6,5,2,5,6,1,5,4,6
