participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,thought_summary,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
9,111,1_90,54,Female,White or Caucasian,4.0,2.0,2.875,1.352941176,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11,40,1_26,67,Female,White or Caucasian,5.0,3.0,2.125,1.294117647,,,,,N must be divisible by block_n,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11,84,1_66,67,Female,White or Caucasian,5.0,3.0,2.125,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12,89,1_70,21,Female,White or Caucasian,5.0,1.0,2.875,4.941176471,,,,,N must be divisible by block_n,7.0,6.0,6.0,4.0,6.0,6.0,4.0,1.0,6.0,5.0,3.0,4.0,7.0,1.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,
13,47,1_32,61,Female,White or Caucasian,5.0,2.0,2.75,6.235294118,,,,,N must be divisible by block_n,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,
13,72,1_55,61,Female,White or Caucasian,5.0,2.0,2.75,4.0,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
18,75,1_58,34,Female,White or Caucasian,5.0,4.0,3.625,4.0,,,,,N must be divisible by block_n,3.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,2.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,
19,89,1_70,33,Male,White or Caucasian,5.0,6.0,1.5,3.470588235,,,,,N must be divisible by block_n,4.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,6.0,5.0,1.0,4.0,4.0,7.0,,,,,,,,,,,,,,,,,
20,97,1_78,32,Female,White or Caucasian,4.0,5.0,3.375,3.411764706,,,,,N must be divisible by block_n,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,
21,80,1_62,45,Female,Other,4.0,nan,3.5,4.0,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
22,40,1_26,25,Male,Asian,5.0,3.0,1.75,3.764705882,,,,,N must be divisible by block_n,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,7.0,3.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,
23,47,1_32,67,Female,Asian,5.0,4.0,2.75,1.823529412,,,,,N must be divisible by block_n,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,
23,8,1_105,67,Female,Asian,5.0,4.0,2.75,2.058823529,,,,,N must be divisible by block_n,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,
25,84,1_66,50,Female,White or Caucasian,3.0,1.0,2.0,4.588235294,,,,,N must be divisible by block_n,7.0,7.0,5.0,6.0,7.0,2.0,6.0,1.0,1.0,5.0,6.0,5.0,7.0,1.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,
26,40,1_26,34,Male,White or Caucasian,3.0,2.0,1.75,1.882352941,,,,,N must be divisible by block_n,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,
26,89,1_70,34,Male,White or Caucasian,3.0,2.0,1.75,3.647058824,,,,,N must be divisible by block_n,7.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,
26,120,1_99,34,Male,White or Caucasian,3.0,2.0,1.75,3.588235294,,,,,N must be divisible by block_n,3.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,6.0,1.0,1.0,6.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,
28,89,1_70,42,Male,White or Caucasian,2.0,3.0,3.375,2.058823529,,,,,N must be divisible by block_n,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
29,72,1_55,30,Male,White or Caucasian,3.0,1.0,1.25,2.352941176,,,,,N must be divisible by block_n,1.0,1.0,2.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,2.0,,,,,,,,,,,,,,,,,
29,120,1_99,30,Male,White or Caucasian,3.0,1.0,1.25,4.352941176,,,,,N must be divisible by block_n,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,7.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
30,111,1_90,46,Male,White or Caucasian,5.0,6.0,2.75,1.764705882,,,,,N must be divisible by block_n,3.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
30,8,1_105,46,Male,White or Caucasian,5.0,6.0,2.75,2.117647059,,,,,N must be divisible by block_n,5.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
32,40,1_26,52,Male,White or Caucasian,6.0,1.0,1.125,1.823529412,,,,,N must be divisible by block_n,4.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
33,8,1_105,44,Male,White or Caucasian,3.0,3.0,1.75,1.235294118,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,
33,84,1_66,44,Male,White or Caucasian,3.0,3.0,1.75,1.176470588,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
34,97,1_78,33,Female,White or Caucasian,2.0,6.0,2.25,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
36,120,1_99,68,Male,White or Caucasian,3.0,5.0,3.25,4.0,,,,,N must be divisible by block_n,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,
37,111,1_90,38,Female,White or Caucasian,5.0,1.0,2.125,3.0,,,,,N must be divisible by block_n,2.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,1.0,3.0,6.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,
39,72,1_55,28,Female,White or Caucasian,6.0,1.0,2.875,1.823529412,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
40,97,1_78,29,Female,Asian,4.0,4.0,1.0,4.470588235,,,,,N must be divisible by block_n,5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,
46,80,1_62,31,Male,White or Caucasian,5.0,1.0,2.0,1.294117647,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
48,72,1_55,49,Female,Other,5.0,5.0,2.5,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
48,97,1_78,49,Female,Other,5.0,5.0,2.5,1.647058824,,,,,N must be divisible by block_n,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
48,111,1_90,49,Female,Other,5.0,5.0,2.5,1.470588235,,,,,N must be divisible by block_n,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
49,84,1_66,23,Male,White or Caucasian,5.0,1.0,1.5,3.0,,,,,N must be divisible by block_n,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,
50,97,1_78,54,Female,White or Caucasian,2.0,2.0,2.875,5.764705882,,,,,N must be divisible by block_n,7.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,1.0,7.0,7.0,4.0,,,,,,,,,,,,,,,,,
51,72,1_55,35,Male,White or Caucasian,6.0,5.0,3.0,2.411764706,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
52,75,1_58,59,Female,Black or African American,4.0,6.0,2.375,3.941176471,,,,,N must be divisible by block_n,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
53,72,1_55,36,Male,Other,5.0,3.0,1.625,2.705882353,,,,,N must be divisible by block_n,1.0,1.0,4.0,1.0,2.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
54,40,1_26,45,Female,White or Caucasian,3.0,2.0,2.625,2.411764706,,,,,N must be divisible by block_n,1.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
54,80,1_62,45,Female,White or Caucasian,3.0,2.0,2.625,5.764705882,,,,,N must be divisible by block_n,7.0,5.0,7.0,5.0,7.0,3.0,7.0,5.0,5.0,7.0,7.0,4.0,6.0,4.0,7.0,7.0,5.0,,,,,,,,,,,,,,,,,
54,111,1_90,45,Female,White or Caucasian,3.0,2.0,2.625,3.764705882,,,,,N must be divisible by block_n,4.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,5.0,4.0,6.0,5.0,4.0,5.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,
55,120,1_99,61,Female,White or Caucasian,5.0,3.0,2.25,4.823529412,,,,,N must be divisible by block_n,5.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,6.0,1.0,5.0,1.0,6.0,6.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
56,89,1_70,33,Male,"White or Caucasian,Asian",3.0,2.0,1.875,4.058823529,,,,,N must be divisible by block_n,6.0,3.0,6.0,2.0,2.0,6.0,3.0,5.0,4.0,3.0,4.0,2.0,6.0,6.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
57,120,1_99,41,Female,White or Caucasian,6.0,3.0,1.875,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
58,72,1_55,65,Male,White or Caucasian,3.0,1.0,1.125,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
58,97,1_78,65,Male,White or Caucasian,3.0,1.0,1.125,2.176470588,,,,,N must be divisible by block_n,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
59,80,1_62,57,Male,Black or African American,6.0,3.0,1.625,5.176470588,,,,,N must be divisible by block_n,7.0,1.0,7.0,5.0,7.0,3.0,7.0,5.0,5.0,1.0,7.0,2.0,5.0,5.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,
61,75,1_58,43,Male,White or Caucasian,3.0,2.0,1.625,4.0,,,,,N must be divisible by block_n,7.0,2.0,6.0,5.0,6.0,4.0,5.0,1.0,7.0,2.0,4.0,1.0,6.0,1.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,
63,40,1_26,36,Male,Asian,5.0,3.0,3.0,3.117647059,,,,,N must be divisible by block_n,3.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
65,40,1_26,44,Female,White or Caucasian,4.0,1.0,3.0,1.294117647,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
67,75,1_58,51,Female,White or Caucasian,3.0,3.0,2.625,4.117647059,,,,,N must be divisible by block_n,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,
68,80,1_62,66,Male,White or Caucasian,3.0,1.0,2.25,4.705882353,,,,,N must be divisible by block_n,3.0,4.0,2.0,4.0,4.0,4.0,6.0,5.0,7.0,6.0,7.0,4.0,5.0,5.0,5.0,3.0,6.0,,,,,,,,,,,,,,,,,
68,8,1_105,66,Male,White or Caucasian,3.0,1.0,2.25,5.647058824,,,,,N must be divisible by block_n,5.0,7.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,
70,47,1_32,46,Female,"White or Caucasian,Black or African American",4.0,nan,4.0,5.823529412,,,,,N must be divisible by block_n,6.0,2.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,
70,84,1_66,46,Female,"White or Caucasian,Black or African American",4.0,nan,4.0,3.588235294,,,,,N must be divisible by block_n,3.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,6.0,6.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,
71,120,1_99,41,Male,White or Caucasian,5.0,1.0,1.5,4.0,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
74,120,1_99,27,Female,Asian,5.0,4.0,3.125,2.176470588,,,,,N must be divisible by block_n,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
76,47,1_32,29,Female,Black or African American,5.0,6.0,1.875,4.470588235,,,,,N must be divisible by block_n,6.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,6.0,5.0,1.0,1.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,
76,8,1_105,29,Female,Black or African American,5.0,6.0,1.875,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
76,84,1_66,29,Female,Black or African American,5.0,6.0,1.875,1.470588235,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
77,75,1_58,51,Male,White or Caucasian,5.0,5.0,2.0,3.882352941,,,,,N must be divisible by block_n,5.0,5.0,5.0,1.0,7.0,5.0,7.0,1.0,6.0,7.0,6.0,1.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
77,89,1_70,51,Male,White or Caucasian,5.0,5.0,2.0,4.294117647,,,,,N must be divisible by block_n,7.0,7.0,5.0,4.0,7.0,6.0,1.0,1.0,7.0,7.0,1.0,3.0,6.0,1.0,1.0,7.0,2.0,,,,,,,,,,,,,,,,,
78,80,1_62,73,Male,White or Caucasian,5.0,2.0,2.125,5.411764706,,,,,N must be divisible by block_n,6.0,1.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,2.0,6.0,2.0,5.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,
79,47,1_32,68,Female,White or Caucasian,5.0,1.0,1.5,3.764705882,,,,,N must be divisible by block_n,3.0,4.0,5.0,4.0,6.0,3.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,
80,72,1_55,49,Female,White or Caucasian,3.0,3.0,1.5,1.941176471,,,,,N must be divisible by block_n,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
81,72,1_55,41,Female,White or Caucasian,2.0,5.0,3.0,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
82,40,1_26,42,Female,Black or African American,5.0,1.0,1.75,4.0,,,,,N must be divisible by block_n,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,,,,,,,,,,,,,,,,,
83,8,1_105,27,Female,Black or African American,4.0,5.0,3.0,4.823529412,,,,,N must be divisible by block_n,6.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
84,120,1_99,26,Male,White or Caucasian,5.0,6.0,2.5,4.235294118,,,,,N must be divisible by block_n,2.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,
86,40,1_26,25,Female,Asian,4.0,1.0,4.0,2.882352941,,,,,N must be divisible by block_n,7.0,7.0,1.0,1.0,1.0,7.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,
87,89,1_70,65,Female,White or Caucasian,2.0,3.0,2.375,1.764705882,,,,,N must be divisible by block_n,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
88,80,1_62,34,Female,White or Caucasian,5.0,4.0,2.375,5.058823529,,,,,N must be divisible by block_n,6.0,1.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,1.0,6.0,1.0,5.0,6.0,6.0,5.0,6.0,,,,,,,,,,,,,,,,,
88,8,1_105,34,Female,White or Caucasian,5.0,4.0,2.375,2.823529412,,,,,N must be divisible by block_n,6.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,
89,75,1_58,35,Male,Black or African American,2.0,3.0,1.375,5.411764706,,,,,N must be divisible by block_n,5.0,6.0,7.0,5.0,5.0,7.0,5.0,7.0,5.0,4.0,4.0,3.0,6.0,5.0,7.0,5.0,6.0,,,,,,,,,,,,,,,,,
90,89,1_70,74,Female,White or Caucasian,6.0,6.0,2.625,1.352941176,,,,,N must be divisible by block_n,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,
91,97,1_78,31,Male,White or Caucasian,3.0,1.0,1.375,5.058823529,,,,,N must be divisible by block_n,6.0,1.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,
94,97,1_78,47,Female,White or Caucasian,3.0,3.0,1.75,6.588235294,,,,,N must be divisible by block_n,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,
94,111,1_90,47,Female,White or Caucasian,3.0,3.0,1.75,4.294117647,,,,,N must be divisible by block_n,4.0,7.0,6.0,2.0,6.0,6.0,7.0,4.0,2.0,4.0,5.0,2.0,2.0,7.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,
94,84,1_66,47,Female,White or Caucasian,3.0,3.0,1.75,1.411764706,,,,,N must be divisible by block_n,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,
95,84,1_66,20,Female,White or Caucasian,5.0,3.0,3.5,2.882352941,,,,,N must be divisible by block_n,1.0,1.0,7.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,
96,47,1_32,68,Female,White or Caucasian,3.0,2.0,4.25,6.764705882,,,,,N must be divisible by block_n,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,
97,263,2_119,54,Female,Black or African American,5.0,1.0,2.875,3.705882353,,,,,N must be divisible by block_n,4.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,7.0,5.0,,,,,,,,,,,,,,,,,
97,300,2_44,54,Female,Black or African American,5.0,1.0,2.875,3.0,,,,,N must be divisible by block_n,4.0,3.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,
98,322,2_64,35,Female,White or Caucasian,6.0,2.0,1.375,2.588235294,,,,,N must be divisible by block_n,3.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,
98,285,2_30,35,Female,White or Caucasian,6.0,2.0,1.375,4.882352941,,,,,N must be divisible by block_n,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,
