participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
9,111,1_90,23,Male,White or Caucasian,1.0,1.0,3.625,1.352941176,2.4705882352941178,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 3,
  ""dramatic"": 2,
  ""graphic"": 1,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 1,
  ""strong_soundtrack"": 3,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 2
}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4,3,3,2,2,2,3,3,2,1,3,2,1,3,3,3,2
11,40,1_26,33,Male,White or Caucasian,5.0,3.0,2.625,1.294117647,2.3529411764705883,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 3,
  ""arousing"": 2,
  ""involving"": 2,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""graphic"": 2,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3
}",1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3
11,84,1_66,33,Male,White or Caucasian,5.0,3.0,2.625,1.0,,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]",Video must has audio track when use_audio_in_video=True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12,89,1_70,74,Female,White or Caucasian,6.0,4.0,1.625,4.941176471,3.764705882352941,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 5,
  ""arousing"": 4,
  ""involving"": 3,
  ""exciting"": 4,
  ""powerful_impact"": 5,
  ""stimulating"": 3,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 6,
  ""graphic"": 6,
  ""creative"": 3,
  ""goosebump"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 2,
  ""novel"": 3,
  ""unique"": 2,
  ""unusual"": 3
}",7.0,6.0,6.0,4.0,6.0,6.0,4.0,1.0,6.0,5.0,3.0,4.0,7.0,1.0,5.0,6.0,7.0,5,4,3,4,5,3,4,3,6,6,3,4,4,2,3,2,3
13,47,1_32,57,Female,White or Caucasian,2.0,1.0,3.375,6.235294118,2.823529411764706,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""exciting"": 3,
  ""powerful_impact"": 3,
  ""stimulating"": 3,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 3,
  ""dramatic"": 3,
  ""graphic"": 2,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3
}",7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,4,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3
13,72,1_55,57,Female,White or Caucasian,2.0,1.0,3.375,4.0,2.0,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 2,
  ""arousing"": 2,
  ""involving"": 2,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 2,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""graphic"": 2,
  ""creative"": 2,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 2,
  ""unique"": 2,
  ""unusual"": 2
}",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18,75,1_58,41,Male,White or Caucasian,4.0,4.0,4.0,4.0,3.5294117647058822,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""exciting"": 3,
  ""powerful_impact"": 4,
  ""stimulating"": 4,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 4,
  ""graphic"": 2,
  ""creative"": 4,
  ""goosebump"": 3,
  ""intense"": 3,
  ""strong_soundtrack"": 3,
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4
}",3.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,2.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,4,3,4,3,4,4,4,3,4,2,4,3,3,3,4,4,4
19,89,1_70,25,Non-binary / third gender,Black or African American,3.0,2.0,1.875,3.470588235,3.8823529411764706,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 5,
  ""arousing"": 4,
  ""involving"": 3,
  ""exciting"": 4,
  ""powerful_impact"": 5,
  ""stimulating"": 3,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 6,
  ""graphic"": 6,
  ""creative"": 4,
  ""goosebump"": 5,
  ""intense"": 4,
  ""strong_soundtrack"": 2,
  ""novel"": 3,
  ""unique"": 2,
  ""unusual"": 3
}",4.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,6.0,5.0,1.0,4.0,4.0,7.0,5,4,3,4,5,3,4,3,6,6,4,5,4,2,3,2,3
20,97,1_78,35,Male,White or Caucasian,5.0,4.0,2.875,3.411764706,3.1176470588235294,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 5,
  ""arousing"": 3,
  ""involving"": 4,
  ""exciting"": 2,
  ""powerful_impact"": 3,
  ""stimulating"": 3,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 3,
  ""dramatic"": 3,
  ""graphic"": 1,
  ""creative"": 4,
  ""goosebump"": 3,
  ""intense"": 2,
  ""strong_soundtrack"": 3,
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 3
}",5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5,3,4,2,3,3,3,3,3,1,4,3,2,3,4,4,3
21,80,1_62,57,Female,White or Caucasian,5.0,2.0,1.75,4.0,3.588235294117647,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 5,
  ""arousing"": 3,
  ""involving"": 4,
  ""exciting"": 3,
  ""powerful_impact"": 4,
  ""stimulating"": 3,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 4,
  ""graphic"": 1,
  ""creative"": 5,
  ""goosebump"": 3,
  ""intense"": 2,
  ""strong_soundtrack"": 3,
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 4
}",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,3,4,3,4,3,4,3,4,1,5,3,2,3,5,5,4
22,40,1_26,42,Female,White or Caucasian,4.0,1.0,2.125,3.764705882,2.4705882352941178,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""graphic"": 2,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 2
}",4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,7.0,3.0,4.0,2.0,3.0,3.0,4,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,2
23,47,1_32,54,Male,White or Caucasian,3.0,3.0,2.75,1.823529412,2.8823529411764706,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""exciting"": 3,
  ""powerful_impact"": 3,
  ""stimulating"": 3,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 3,
  ""dramatic"": 3,
  ""graphic"": 2,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 3,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3
}",2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3
23,8,1_105,54,Male,White or Caucasian,3.0,3.0,2.75,2.058823529,2.0588235294117645,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 3,
  ""arousing"": 2,
  ""involving"": 2,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 2,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""graphic"": 2,
  ""creative"": 2,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 2,
  ""unique"": 2,
  ""unusual"": 2
}",4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25,84,1_66,51,Female,White or Caucasian,4.0,3.0,2.25,4.588235294,,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]",Video must has audio track when use_audio_in_video=True,7.0,7.0,5.0,6.0,7.0,2.0,6.0,1.0,1.0,5.0,6.0,5.0,7.0,1.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,
26,40,1_26,34,Female,White or Caucasian,5.0,5.0,3.125,1.882352941,2.5294117647058822,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""graphic"": 2,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3
}",1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,3
26,89,1_70,34,Female,White or Caucasian,5.0,5.0,3.125,3.647058824,4.882352941176471,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 6,
  ""arousing"": 5,
  ""involving"": 6,
  ""exciting"": 5,
  ""powerful_impact"": 6,
  ""stimulating"": 5,
  ""strong_visual"": 5,
  ""strong_soundeffect"": 4,
  ""dramatic"": 6,
  ""graphic"": 6,
  ""creative"": 4,
  ""goosebump"": 5,
  ""intense"": 5,
  ""strong_soundtrack"": 3,
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4
}",7.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,1.0,5.0,6,5,6,5,6,5,5,4,6,6,4,5,5,3,4,4,4
26,120,1_99,34,Female,White or Caucasian,5.0,5.0,3.125,3.588235294,4.0,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 4,
  ""arousing"": 5,
  ""involving"": 4,
  ""exciting"": 5,
  ""powerful_impact"": 3,
  ""stimulating"": 4,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""graphic"": 2,
  ""creative"": 5,
  ""goosebump"": 3,
  ""intense"": 3,
  ""strong_soundtrack"": 4,
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 4
}",3.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,6.0,1.0,1.0,6.0,5.0,5.0,3.0,4,5,4,5,3,4,4,4,4,2,5,3,3,4,5,5,4
28,89,1_70,45,Male,White or Caucasian,5.0,2.0,3.0,2.058823529,4.882352941176471,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 6,
  ""arousing"": 5,
  ""involving"": 6,
  ""exciting"": 5,
  ""powerful_impact"": 6,
  ""stimulating"": 5,
  ""strong_visual"": 5,
  ""strong_soundeffect"": 4,
  ""dramatic"": 6,
  ""graphic"": 6,
  ""creative"": 4,
  ""goosebump"": 5,
  ""intense"": 5,
  ""strong_soundtrack"": 3,
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4
}",4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6,5,6,5,6,5,5,4,6,6,4,5,5,3,4,4,4
29,72,1_55,47,Male,White or Caucasian,4.0,2.0,1.875,2.352941176,2.0,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 2,
  ""arousing"": 2,
  ""involving"": 2,
  ""exciting"": 2,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 2,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""graphic"": 2,
  ""creative"": 2,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""novel"": 2,
  ""unique"": 2,
  ""unusual"": 2
}",1.0,1.0,2.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29,120,1_99,47,Male,White or Caucasian,4.0,2.0,1.875,4.352941176,2.6470588235294117,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 3,
  ""arousing"": 3,
  ""involving"": 2,
  ""exciting"": 3,
  ""powerful_impact"": 2,
  ""stimulating"": 2,
  ""strong_visual"": 3,
  ""strong_soundeffect"": 3,
  ""dramatic"": 3,
  ""graphic"": 2,
  ""creative"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 3,
  ""novel"": 3,
  ""unique"": 3,
  ""unusual"": 3
}",4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,7.0,5.0,5.0,5.0,3,3,2,3,2,2,3,3,3,2,3,2,2,3,3,3,3
30,111,1_90,25,Female,White or Caucasian,5.0,3.0,2.0,1.764705882,3.588235294117647,,"[{""participant_id"": 67, ""video_id"": 51}, {""participant_id"": 639, ""video_id"": 908}, {""participant_id"": 280, ""video_id"": 449}]","{
  ""emotional"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""exciting"": 4,
  ""powerful_impact"": 3,
  ""stimulating"": 3,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""graphic"": 1,
  ""creative"": 4,
  ""goosebump"": 3,
  ""intense"": 2,
  ""strong_soundtrack"": 4,
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 3
}",3.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5,4,5,4,3,3,4,4,4,1,4,3,2,4,4,4,3
